"id","unidade","turma","idade","sexo","peso","altura"
"1085","Belval","ini1dt","16","M","",""
"1086","Belval","ini1dt","15","M","58.1","1.72"
"1087","Belval","ini1dt","","F","",""
"1088","Belval","ini1dt","16","F","40.9","1.6"
"1089","Belval","ini1dt","15","M","78.5","1.81"
"1090","Belval","ini1dt","17","M","",""
"1091","Belval","ini1dt","15","M","",""
"1092","Belval","ini1dt","15","M","89.5","1.8"
"1093","Belval","ini1dt","15","F","90","1.68"
"1094","Belval","ird1at","15","M","",""
"1095","Belval","ird1at","18","M","",""
"1096","Belval","ird1at","16","M","62.7","1.74"
"1097","Belval","ird1at","16","M","64.5","1.72"
"1098","Belval","ird1at","15","M","51.5","1.74"
"1099","Belval","ird1at","16","M","47.6","1.67"
"1100","Belval","ird1at","16","F","46.2","1.63"
"1101","Belval","ird1at","16","M","74.3","1.72"
"1102","Belval","ird1at","16","M","60.8","1.67"
"1103","Belval","ird1at","15","M","64.8","1.7"
"1104","Belval","ird1at","16","M","71.1","1.75"
"1105","Belval","ird1at","16","M","69.6","1.71"
"1106","Belval","ird1at","16","M","54.3","1.76"
"1107","Belval","ird1at","15","M","52.8","1.67"
"1108","Belval","ird1at","16","M","61.4","1.72"
"1109","Belval","ird1at","16","F","49.3","1.58"
"1110","Belval","ird1at","15","M","",""
"1111","Belval","ird1at","15","M","58","1.8"
"1112","Belval","ird1at","15","M","76.9","1.69"
"1113","Belval","ird1at","15","F","",""
"1114","Belval","ird1at","16","M","",""
"1115","Belval","ird1at","16","M","65.4","1.83"
"1116","Belval","ird1at","16","M","55","1.76"
"1117","Belval","ird1at","15","M","68.7","1.69"
"1118","Belval","ird1at","16","M","56.7","1.66"
"1119","Belval","ird1at","15","M","59.3","1.83"
"1120","Belval","ird1at","16","M","57.2","1.65"
"1121","Belval","ird1at","16","M","59","1.7"
"1122","Belval","ird1at","16","M","65","1.74"
"1123","Belval","ird1at","15","M","59","1.78"
"1124","Belval","ird1at","16","M","72","1.68"
"115","Belval","ird1at","16","M","",""
"1126","Belval","ird1at","15","M","45.7","1.75"
"1127","Belval","ird1at","15","M","",""
"1128","Belval","ird1at","15","M","86.1","1.72"
"1129","Belval","ird1at","16","F","60.1","1.64"
"1130","Belval","ird1bt","16","M","47.7","1.63"
"1131","Belval","ird1bt","16","M","70.3","1.72"
"1132","Belval","ird1bt","15","M","61","1.67"
"1133","Belval","ird1bt","16","F","60.6","1.65"
"1134","Belval","ird1bt","16","M","",""
"1135","Belval","ird1bt","15","M","",""
"1136","Belval","ird1bt","17","M","49.5","1.75"
"1137","Belval","ird1bt","17","M","60.5","1.72"
"1138","Belval","ird1bt","16","M","79.4","1.76"
"1139","Belval","ird1bt","16","F","63.6","1.59"
"1140","Belval","ird1bt","16","M","67.5","1.77"
"1141","Belval","ird1bt","16","M","47.2","1.65"
"1142","Belval","ird1bt","16","M","79.1","1.74"
"1143","Belval","ird1bt","15","M","82","1.82"
"1144","Belval","ird1bt","16","M","62","1.75"
"1145","Belval","ird1bt","16","M","104.4","1.71"
"1146","Belval","ird1bt","15","M","58.5","1.75"
"1147","Belval","ird1bt","16","M","",""
"1148","Belval","ird1bt","18","M","55.9","1.63"
"1149","Belval","ird1bt","16","F","38.4","1.56"
"1150","Belval","ird1bt","16","M","73.1","1.84"
"1151","Belval","ird1bt","16","M","62.4","1.84"
"1152","Belval","ird1bt","16","F","43.9","1.53"
"1153","Belval","ird1bt","15","F","67.1","1.71"
"1154","Belval","ird1bt","15","F","41.7","1.55"
"1155","Belval","ird1bt","16","M","",""
"1156","Belval","ird1bt","15","M","",""
"1157","Belval","ird1bt","16","M","46.6","1.66"
"1158","Belval","ird1bt","15","M","65.9","1.82"
"1159","Belval","ird1bt","15","M","",""
"1160","Belval","ird1bt","15","M","105.7","1.72"
"1161","Belval","ird1bt","16","F","56.9","1.62"
"1162","Belval","ird1bt","15","M","78.2","1.8"
"1163","Belval","ird1bt","17","F","63.2","1.82"
"1164","Belval","ird1bt","16","F","57.9","1.63"
"1165","Belval","ird1bt","15","F","62","1.69"
"1166","Belval","ird1ct","16","F","54.9","1.6"
"1167","Belval","ird1ct","15","M","70","1.81"
"1168","Belval","ird1ct","16","M","53.9","1.71"
"1169","Belval","ird1ct","15","M","69.7","1.75"
"1170","Belval","ird1ct","17","M","53.9","1.7"
"1171","Belval","ird1ct","15","M","75.4","1.66"
"1172","Belval","ird1ct","16","M","54.9","1.69"
"1173","Belval","ird1ct","16","F","45.7","1.56"
"1174","Belval","ird1ct","16","M","58.9","1.69"
"1175","Belval","ird1ct","16","F","46.9","1.51"
"1176","Belval","ird1ct","16","M","47.4","1.62"
"1177","Belval","ird1ct","15","M","110","1.75"
"1178","Belval","ird1ct","16","M","59.5","1.79"
"1179","Belval","ird1ct","16","F","42.2","1.56"
"1180","Belval","ird1ct","16","M","70.6","1.8"
"1181","Belval","ird1ct","16","M","74.6","1.93"
"1182","Belval","ird1ct","15","M","118.8","1.8"
"1183","Belval","ird1ct","15","M","69","1.69"
"1184","Belval","ird1ct","16","M","55.1","1.59"
"1185","Belval","ird1ct","17","M","",""
"1186","Belval","ird1ct","15","M","59.6","1.81"
"1187","Belval","ird1ct","15","M","73.6","1.75"
"1188","Belval","ird1ct","15","M","64.4","1.79"
"1189","Belval","ird1ct","16","M","68","1.8"
"1190","Belval","ird1ct","16","M","",""
"1191","Belval","ird1ct","16","M","43.5","1.57"
"1192","Belval","ird1ct","16","M","99","1.86"
"1193","Belval","ird1ct","16","M","63.7","1.69"
"1194","Belval","ird1ct","16","M","50.1","1.71"
"1195","Belval","ird1ct","16","M","87.2","1.77"
"1196","Belval","ird1ct","15","F","45.1","1.6"
"1197","Belval","ird1ct","15","M","82.5","1.64"
"1198","Belval","ird1ct","16","M","64.3","1.79"
"1199","Belval","ird1ct","16","M","69.8","1.8"
"1200","Belval","ird1ct","16","M","63.1","1.76"
"1201","Belval","ird1ct","16","F","55.7","1.55"
"1202","Belval","tel1at","17","F","",""
"1203","Belval","tel1at","16","F","49.3","1.51"
"1204","Belval","tel1at","15","F","89.6","1.75"
"1205","Belval","tel1at","16","M","51.9","1.73"
"1206","Belval","tel1at","16","M","57.9","1.7"
"1207","Belval","tel1at","16","M","",""
"1208","Belval","tel1at","15","M","",""
"1209","Belval","tel1at","16","M","76.3","1.73"
"1210","Belval","tel1at","16","F","",""
"1211","Belval","tel1at","16","F","72.5","1.66"
"1212","Belval","tel1at","15","F","68.6","1.61"
"1213","Belval","tel1at","15","F","44.8","1.6"
"1214","Belval","tel1at","15","F","39.9","1.5"
"1215","Belval","tel1at","15","M","47.8","1.66"
"1216","Belval","tel1at","15","M","64.9","1.72"
"1217","Belval","tel1at","16","M","84.3","1.83"
"1218","Belval","tel1at","16","M","54.7","1.71"
"1219","Belval","tel1at","16","M","81.1","1.85"
"1220","Belval","tel1at","16","M","53.6","1.69"
"1221","Belval","tel1at","15","F","42.5","1.55"
"1222","Belval","tel1at","16","M","87.2","1.77"
"1223","Belval","tel1at","16","M","65.5","1.8"
"1224","Belval","tel1at","17","M","44.6","1.68"
"1225","Belval","tel1at","16","F","",""
"1226","Belval","tel1at","15","F","85.8","1.6"
"1227","Belval","tel1at","16","F","43.8","1.59"
"1228","Belval","tel1at","16","M","",""
"1229","Belval","tel1at","16","F","",""
"1230","Belval","tel1at","16","M","58.8","1.73"
"1231","Belval","tel1at","16","M","",""
"1232","Belval","tel1at","16","M","53.7","1.7"
"1233","Belval","tel1at","15","F","49.6","1.6"
"1234","Belval","tel1at","15","M","51","1.67"
"1235","Belval","tel1at","16","M","50","1.73"
"1236","Belval","tel1at","16","M","49.6","1.69"
"1237","Belval","tel1at","16","F","48.3","1.59"
"1238","Belval","tel1at","15","M","59.1","1.63"
"1239","Belval","tel1bt","","M","74.5","1.78"
"1240","Belval","tel1bt","17","M","57.9","1.69"
"1241","Belval","tel1bt","17","F","57.2","1.58"
"1242","Belval","tel1bt","17","F","37.8","1.59"
"1243","Belval","tel1bt","16","M","69.9","1.78"
"1244","Belval","tel1bt","16","F","49.7","1.51"
"1245","Belval","tel1bt","15","F","53.4","1.63"
"1246","Belval","tel1bt","15","F","66.3","1.63"
"1247","Belval","tel1bt","15","F","55.2","1.59"
"1248","Belval","tel1bt","16","F","49.7","1.5"
"1249","Belval","tel1bt","16","M","70.2","1.75"
"150","Belval","tel1bt","17","F","43.6","1.59"
"151","Belval","tel1bt","15","M","47.8","1.66"
"152","Belval","tel1bt","16","F","59.9","1.57"
"153","Belval","tel1bt","16","M","47.8","1.53"
"154","Belval","tel1bt","16","M","104.9","1.74"
"155","Belval","tel1bt","15","M","84.4","1.77"
"156","Belval","tel1bt","16","M","56.5","1.72"
"157","Belval","tel1bt","15","M","",""
"158","Belval","tel1bt","15","M","45.8","1.67"
"159","Belval","tel1bt","16","F","",""
"1260","Belval","tel1bt","16","F","52.1","1.56"
"1261","Belval","tel1bt","16","F","48.1","1.62"
"1262","Belval","tel1bt","16","F","62.5","1.62"
"1263","Belval","tel1bt","16","F","54.1","1.61"
"1264","Belval","tel1bt","16","F","58.5","1.59"
"1265","Belval","tel1bt","18","","50","1.77"
"1266","Belval","tel1bt","15","M","56.8","1.68"
"1267","Belval","tel1bt","16","M","50","1.77"
"1268","Belval","tel1bt","15","M","48.5","1.6"
"1269","Belval","tel1bt","16","F","53.2","1.57"
"1270","Belval","tel1bt","16","F","52.1","1.58"
"1271","Belval","tel1bt","17","M","68.8","1.7"
"1272","Belval","tel1bt","16","M","90","1.8"
"1273","Belval","tel1bt","15","F","60.5","1.7"
"1274","Belval","tel1bt","16","F","66.9","1.6"
"1275","Engenho","acl1at","16","F","54.9","1.66"
"1276","Engenho","acl1at","15","F","76.6","1.86"
"1277","Engenho","acl1at","15","F","56.2","1.6"
"1278","Engenho","acl1at","16","F","51.4","1.55"
"1279","Engenho","acl1at","15","F","58","1.6"
"1280","Engenho","acl1at","15","F","47.1","1.52"
"1281","Engenho","acl1at","15","F","49.9","1.63"
"1282","Engenho","acl1at","15","F","40.3","1.64"
"1283","Engenho","acl1at","15","F","54.8","1.64"
"1284","Engenho","acl1at","15","F","54.6","1.72"
"1285","Engenho","acl1at","16","F","55.1","1.58"
"1286","Engenho","acl1at","15","F","43.3","1.52"
"1287","Engenho","acl1at","16","F","60.6","1.66"
"1288","Engenho","acl1at","17","F","55.8","1.73"
"1289","Engenho","acl1at","16","F","144.7","1.66"
"1290","Engenho","acl1at","17","F","64.7","1.56"
"1291","Engenho","acl1at","16","F","55.5","1.63"
"1292","Engenho","acl1at","15","M","72.6","1.79"
"1293","Engenho","acl1at","15","F","50","1.73"
"1294","Engenho","acl1at","16","F","80.3","1.67"
"1295","Engenho","acl1at","16","F","58.3","1.58"
"1296","Engenho","acl1at","16","F","54.5","1.68"
"1297","Engenho","acl1at","16","F","",""
"1298","Engenho","acl1at","16","F","60","1.69"
"1299","Engenho","acl1at","15","F","54.3","1.6"
"1300","Engenho","acl1at","16","F","42.8","1.47"
"1301","Engenho","acl1at","16","F","50.8","1.63"
"1302","Engenho","acl1at","15","F","52.3","1.62"
"1303","Engenho","acl1at","16","F","68.7","1.59"
"1304","Engenho","acl1at","15","F","50.4","1.6"
"1305","Engenho","acl1at","16","M","77.6","1.78"
"1306","Engenho","acl1at","16","F","77.6","1.73"
"1307","Engenho","acl1at","16","F","58.8","1.56"
"1308","Engenho","acl1at","15","F","52.8","1.59"
"1309","Engenho","acl1at","15","F","51.3","1.66"
"1310","Engenho","acl1at","15","F","58.9","1.58"
"1311","Engenho","acl1bt","16","F","41.6","1.53"
"1312","Engenho","acl1bt","15","F","61.3","1.56"
"1313","Engenho","acl1bt","16","F","46","1.6"
"1314","Engenho","acl1bt","16","F","41","1.32"
"1315","Engenho","acl1bt","16","M","50.4","1.6"
"1316","Engenho","acl1bt","16","M","58","1.63"
"1317","Engenho","acl1bt","15","F","59.2","1.67"
"1318","Engenho","acl1bt","15","F","53.3","1.65"
"1319","Engenho","acl1bt","16","F","72.7","1.6"
"1320","Engenho","acl1bt","16","F","107","1.58"
"1321","Engenho","acl1bt","16","F","59.8","1.61"
"1322","Engenho","acl1bt","16","F","43.2","1.59"
"1323","Engenho","acl1bt","16","M","60.4","1.77"
"1324","Engenho","acl1bt","16","F","52.9","1.77"
"1325","Engenho","acl1bt","16","F","58","1.57"
"1326","Engenho","acl1bt","16","F","44.3","1.56"
"1327","Engenho","acl1bt","16","F","47.5","1.57"
"1328","Engenho","acl1bt","16","F","52.9","1.6"
"1329","Engenho","acl1bt","16","F","73.7","1.62"
"1330","Engenho","acl1bt","16","F","45.5","1.63"
"1331","Engenho","acl1bt","16","F","46","1.66"
"1332","Engenho","acl1bt","16","F","76.3","1.7"
"1333","Engenho","acl1bt","16","F","60.1","1.68"
"1334","Engenho","acl1bt","16","F","47.9","1.6"
"1335","Engenho","acl1bt","15","F","60","1.69"
"1336","Engenho","acl1bt","15","F","59.7","1.76"
"1337","Engenho","acl1bt","16","F","52.4","1.62"
"1338","Engenho","acl1bt","16","F","49.5","1.55"
"1339","Engenho","acl1bt","16","M","58.5","1.66"
"1340","Engenho","acl1bt","16","M","",""
"1341","Engenho","acl1bt","16","M","58.5","1.76"
"1342","Engenho","acl1bt","15","F","62.6","1.71"
"1343","Engenho","acl1bt","15","F","59.9","1.62"
"1344","Engenho","acl1bt","15","","",""
"1345","Engenho","acl1ct","16","F","57.1","1.73"
"1346","Engenho","acl1ct","16","F","43.3","1.57"
"1347","Engenho","acl1ct","16","F","59.5","1.62"
"1348","Engenho","acl1ct","16","F","41.7","1.6"
"1349","Engenho","acl1ct","15","M","103.4","1.93"
"1350","Engenho","acl1ct","16","M","71.4","1.69"
"1351","Engenho","acl1ct","16","F","60.9","1.66"
"1352","Engenho","acl1ct","16","F","52.6","1.6"
"1353","Engenho","acl1ct","16","F","81.8","1.74"
"1354","Engenho","acl1ct","15","F","91.9","1.72"
"1355","Engenho","acl1ct","15","F","65.8","1.57"
"1356","Engenho","acl1ct","15","F","73.9","1.67"
"1357","Engenho","acl1ct","15","F","60.7","1.69"
"1358","Engenho","acl1ct","16","F","62.8","1.59"
"1359","Engenho","acl1ct","16","F","57.4","1.69"
"1360","Engenho","acl1ct","16","F","62.5","1.72"
"1361","Engenho","acl1ct","16","F","",""
"1362","Engenho","acl1ct","16","F","55.7","1.6"
"1363","Engenho","acl1ct","15","F","39.3","1.64"
"1364","Engenho","acl1ct","16","F","71","1.61"
"1365","Engenho","acl1ct","15","M","56.6","1.83"
"1366","Engenho","acl1ct","16","M","66.2","1.77"
"1367","Engenho","acl1ct","16","F","61.4","1.63"
"1368","Engenho","acl1ct","15","F","63.4","1.67"
"1369","Engenho","acl1ct","16","F","46.8","1.56"
"1370","Engenho","acl1ct","15","F","43.9","1.56"
"1371","Engenho","acl1ct","15","F","47.6","1.59"
"1372","Engenho","acl1ct","16","F","66.6","1.57"
"1373","Engenho","acl1ct","16","F","67.6","1.65"
"1374","Engenho","acl1ct","15","M","80.9","1.72"
"1375","Engenho","acl1ct","16","F","54","1.66"
"1376","Engenho","acl1ct","16","F","63.4","1.6"
"1377","Engenho","acl1ct","16","F","53.7","1.63"
"1378","Engenho","acl1ct","16","F","45.1","1.61"
"1379","Engenho","acl1ct","15","F","66.7","1.66"
"1380","Engenho","far1at","15","M","47.6","1.7"
"1381","Engenho","far1at","16","F","44.7","1.62"
"1382","Engenho","far1at","16","F","62.9","1.74"
"1383","Engenho","far1at","16","F","43.6","1.55"
"1384","Engenho","far1at","16","M","92.6","1.77"
"1385","Engenho","far1at","16","F","55.1","1.61"
"1386","Engenho","far1at","16","F","43.5","1.54"
"1387","Engenho","far1at","16","F","42.5","1.59"
"1388","Engenho","far1at","15","F","46.5","1.63"
"1389","Engenho","far1at","15","F","",""
"1390","Engenho","far1at","16","F","44.1","1.53"
"1391","Engenho","far1at","16","F","74.4","1.66"
"1392","Engenho","far1at","15","F","64","1.65"
"1393","Engenho","far1at","16","F","46.6","1.7"
"1394","Engenho","far1at","16","F","59.6","1.68"
"1395","Engenho","far1at","16","F","",""
"1396","Engenho","far1at","16","F","45.8","1.6"
"1397","Engenho","far1at","16","F","54.4","1.63"
"1398","Engenho","far1at","16","M","67.8","1.77"
"1399","Engenho","far1at","17","M","54.1","1.73"
"1400","Engenho","far1at","16","F","65.2","1.56"
"1401","Engenho","far1at","15","F","50.9","1.61"
"1402","Engenho","far1at","16","F","64.1",""
"1403","Engenho","far1at","16","F","82","1.77"
"1404","Engenho","far1at","18","F","53.2","1.59"
"1405","Engenho","far1at","16","F","46.9","1.59"
"1406","Engenho","far1at","16","M","55.6","1.76"
"1407","Engenho","far1at","15","F","61","1.64"
"1408","Engenho","far1at","15","F","62.8","1.64"
"1409","Engenho","far1at","15","F","56","1.65"
"1410","Engenho","far1at","16","F","49","1.61"
"1411","Engenho","far1at","15","F","68.2","1.61"
"1412","Engenho","far1at","15","M","56.9","1.65"
"1413","Engenho","far1at","16","F","50.5","1.66"
"1414","Engenho","far1at","16","F","",""
"1415","Engenho","far1at","15","F","69.2","1.61"
"1416","Engenho","far1bt","16","F","72.3","1.65"
"1417","Engenho","far1bt","15","F","50","1.65"
"1418","Engenho","far1bt","15","F","51.7","1.59"
"1419","Engenho","far1bt","16","F","74.8","1.65"
"1420","Engenho","far1bt","","F","75.1","1.75"
"1421","Engenho","far1bt","16","F","78.5","1.58"
"1422","Engenho","far1bt","16","M","38.7","1.54"
"1423","Engenho","far1bt","15","F","49","1.65"
"1424","Engenho","far1bt","15","F","38","1.59"
"1425","Engenho","far1bt","16","M","104.4","1.75"
"1426","Engenho","far1bt","15","F","48.8","1.58"
"1427","Engenho","far1bt","16","F","60","1.58"
"1428","Engenho","far1bt","15","F","54.9","1.53"
"1429","Engenho","far1bt","16","F","43.5","1.64"
"1430","Engenho","far1bt","16","F","45.8","1.56"
"1431","Engenho","far1bt","15","F","61.3","1.69"
"1432","Engenho","far1bt","16","M","61.3","1.86"
"1433","Engenho","far1bt","16","F","41.6","1.5"
"1434","Engenho","far1bt","16","M","52.2","1.64"
"1435","Engenho","far1bt","15","F","61.8","1.69"
"1436","Engenho","far1bt","16","M","54.5","1.65"
"1437","Engenho","far1bt","16","F","50.4","1.51"
"1438","Engenho","far1bt","15","F","49.7","1.64"
"1439","Engenho","far1bt","15","F","60.5","1.57"
"1440","Engenho","far1bt","16","F","72.8","1.66"
"1441","Engenho","far1bt","15","F","",""
"1442","Engenho","far1bt","16","F","56.6","1.63"
"1443","Engenho","far1bt","16","M","57","1.8"
"1444","Engenho","far1bt","18","F","68","1.76"
"1445","Engenho","far1bt","15","F","57.2","1.66"
"1446","Engenho","far1bt","16","F","50.3","1.49"
"1447","Engenho","far1bt","16","M","91.3","1.88"
"1448","Engenho","far1bt","16","F","51.2","1.61"
"1449","Engenho","far1bt","15","M","52","1.74"
"1450","Engenho","far1bt","15","F","57.5","1.72"
"1451","Engenho","far1bt","15","F","53.5","1.68"
"1452","Engenho","far1ct","16","F","55.8","1.68"
"1453","Engenho","far1ct","15","F","59.1","1.6"
"1454","Engenho","far1ct","15","F","42.2","1.5"
"1455","Engenho","far1ct","16","F","55","1.65"
"1456","Engenho","far1ct","16","M","",""
"1457","Engenho","far1ct","16","F","41","1.51"
"1458","Engenho","far1ct","16","M","42","1.64"
"1459","Engenho","far1ct","16","F","57.6","1.62"
"1460","Engenho","far1ct","15","M","51.4","1.66"
"1461","Engenho","far1ct","16","F","56","1.59"
"1462","Engenho","far1ct","16","F","52.3","1.55"
"1463","Engenho","far1ct","","F","63.6","1.58"
"1464","Engenho","far1ct","16","F","55.4","1.62"
"1465","Engenho","far1ct","17","F","67.5","1.71"
"1466","Engenho","far1ct","16","F","55.6","1.57"
"1467","Engenho","far1ct","16","M","49.2","1.68"
"1468","Engenho","far1ct","15","F","43","1.6"
"1469","Engenho","far1ct","15","F","52.1","1.54"
"1470","Engenho","far1ct","16","F","50.9","1.69"
"1471","Engenho","far1ct","16","F","48.7","1.54"
"1472","Engenho","far1ct","15","F","47.7","1.57"
"1473","Engenho","far1ct","15","F","46.6","1.55"
"1474","Engenho","far1ct","15","F","47.1","1.58"
"1475","Engenho","far1ct","16","F","70","1.59"
"1476","Engenho","far1ct","16","F","54.7","1.61"
"1477","Engenho","far1ct","16","M","91","1.75"
"1478","Engenho","far1ct","15","F","60.3","1.65"
"1479","Engenho","far1ct","15","M","51.8","1.68"
"1480","Engenho","far1ct","15","F","61.9","1.56"
"1481","Engenho","far1ct","16","F","44","1.55"
"1482","Engenho","far1ct","16","F","45.9","1.68"
"1483","Engenho","far1ct","15","F","113","1.6"
"1484","Engenho","far1ct","16","M","46","1.65"
"1485","Engenho","far1ct","16","F","56.3","1.64"
"1486","Engenho","far1ct","16","F","51","1.57"
"1487","Engenho","qui1at","16","F","52.4","1.63"
"1488","Engenho","qui1at","16","F","53.4","1.59"
"1489","Engenho","qui1at","15","F","58.8","1.57"
"1490","Engenho","qui1at","16","F","54.7","1.67"
"1491","Engenho","qui1at","16","F","56.7","1.66"
"1492","Engenho","qui1at","16","F","",""
"1493","Engenho","qui1at","16","F","60.3","1.54"
"1494","Engenho","qui1at","16","M","54.2","1.75"
"1495","Engenho","qui1at","16","M","121.6","1.9"
"1496","Engenho","qui1at","16","M","83.6","1.79"
"1497","Engenho","qui1at","16","M","44.7","1.71"
"1498","Engenho","qui1at","16","M","84.4","1.74"
"1499","Engenho","qui1at","16","M","50.1","1.78"
"1500","Engenho","qui1at","16","F","58.2","1.68"
"1501","Engenho","qui1at","15","M","66.7","1.71"
"1502","Engenho","qui1at","15","F","78.8","1.63"
"1503","Engenho","qui1at","15","F","58.9","1.67"
"1504","Engenho","qui1at","16","F","70.3","1.6"
"1505","Engenho","qui1at","16","F","54.1","1.63"
"1506","Engenho","qui1at","16","F","66.7","1.68"
"1507","Engenho","qui1at","16","F","",""
"1508","Engenho","qui1at","16","F","66","1.58"
"1509","Engenho","qui1at","16","M","64.6","1.87"
"1510","Engenho","qui1at","15","F","54.6","1.6"
"1511","Engenho","qui1at","16","M","81.1","1.72"
"1512","Engenho","qui1at","16","F","47.4","1.64"
"1513","Engenho","qui1at","15","F","74.1","1.58"
"1514","Engenho","qui1at","16","M","56.9","1.79"
"1515","Engenho","qui1at","16","M","71.2","1.79"
"1516","Engenho","qui1at","16","M","60.5","1.79"
"1517","Engenho","qui1at","16","F","60.7","1.54"
"1518","Engenho","qui1at","16","F","",""
"1519","Engenho","qui1at","15","F","45.6","1.59"
"1520","Engenho","qui1at","16","F","63.2","1.72"
"1521","Engenho","qui1at","15","M","68","1.85"
"1522","Engenho","qui1bt","15","F","54.6","1.59"
"1523","Engenho","qui1bt","16","F","42.7","1.59"
"1524","Engenho","qui1bt","15","M","83.5","1.81"
"1525","Engenho","qui1bt","16","F","60","1.6"
"1526","Engenho","qui1bt","16","F","89.8","1.63"
"1527","Engenho","qui1bt","16","F","56.5","1.56"
"1528","Engenho","qui1bt","16","F","59","1.64"
"1529","Engenho","qui1bt","16","F","67.5","1.59"
"1530","Engenho","qui1bt","17","F","89","1.64"
"1531","Engenho","qui1bt","16","F","52","1.51"
"1532","Engenho","qui1bt","15","F","58.4","1.6"
"1533","Engenho","qui1bt","15","M","55.2","1.71"
"1534","Engenho","qui1bt","16","M","64.6","1.67"
"1535","Engenho","qui1bt","16","M","69.4","1.79"
"1536","Engenho","qui1bt","16","F","75.4","1.63"
"1537","Engenho","qui1bt","15","M","98.4","1.8"
"1538","Engenho","qui1bt","15","F","51.8","1.6"
"1539","Engenho","qui1bt","16","F","60.4","1.73"
"1540","Engenho","qui1bt","15","F","49.2","1.53"
"1541","Engenho","qui1bt","16","F","",""
"1542","Engenho","qui1bt","15","F","",""
"1543","Engenho","qui1bt","16","F","58.2","1.56"
"1544","Engenho","qui1bt","16","M","70.8","1.73"
"1545","Engenho","qui1bt","15","M","52.6","1.72"
"1546","Engenho","qui1bt","16","M","56.6","1.8"
"1547","Engenho","qui1bt","15","F","88.6","1.67"
"1548","Engenho","qui1bt","16","M","96.4","1.74"
"1549","Engenho","qui1bt","16","F","45.1","1.66"
"1550","Engenho","qui1bt","15","F","54.1","1.65"
"1551","Engenho","qui1bt","16","F","82","1.69"
"1552","Engenho","qui1bt","15","F","45.1","1.57"
"1553","Engenho","qui1bt","17","M","52.5","1.7"
"1554","Engenho","qui1bt","16","F","",""
"1555","Engenho","qui1bt","15","F","46.1","1.64"
"1556","Engenho","qui1ct","16","F","61.3","1.64"
"1557","Engenho","qui1ct","16","F","59.5","1.58"
"1558","Engenho","qui1ct","","F","75.5","1.76"
"1559","Engenho","qui1ct","16","M","53.8","1.65"
"1560","Engenho","qui1ct","15","F","",""
"1561","Engenho","qui1ct","17","M","",""
"1562","Engenho","qui1ct","16","F","74.8","1.72"
"1563","Engenho","qui1ct","16","F","63","1.61"
"1564","Engenho","qui1ct","15","M","57.7","1.77"
"1565","Engenho","qui1ct","16","M","50.6","1.73"
"1566","Engenho","qui1ct","16","M","63","1.72"
"1567","Engenho","qui1ct","16","F","60.9","1.61"
"1568","Engenho","qui1ct","15","F","50.7","1.57"
"1569","Engenho","qui1ct","16","F","43.9","1.59"
"1570","Engenho","qui1ct","16","F","63.9","1.58"
"1571","Engenho","qui1ct","15","F","51.6","1.64"
"1572","Engenho","qui1ct","16","M","69.5","1.7"
"1573","Engenho","qui1ct","15","F","53.2","1.68"
"1574","Engenho","qui1ct","17","M","53.5","1.79"
"1575","Engenho","qui1ct","16","M","49.7","1.7"
"1576","Engenho","qui1ct","16","F","46.7","1.61"
"1577","Engenho","qui1ct","16","F","47.2","1.65"
"1578","Engenho","qui1ct","16","F","50.9","1.63"
"1579","Engenho","qui1ct","16","M","",""
"1580","Engenho","qui1ct","16","M","",""
"1581","Engenho","qui1ct","15","M","",""
"1582","Engenho","qui1ct","15","M","49.6","1.71"
"1583","Engenho","qui1ct","15","F","52.6","1.62"
"1584","Engenho","qui1ct","16","M","33.2","1.5"
"1585","Engenho","qui1ct","16","M","57.4","1.68"
"1586","Engenho","qui1ct","16","M","57.4","1.71"
"1587","Engenho","qui1ct","16","F","62.4","1.65"
"1588","Engenho","qui1ct","16","M","94.8","1.73"
"1589","Engenho","qui1ct","15","M","46.5","1.71"
"1590","Engenho","qui1ct","15","F","44.5","1.63"
"1591","Engenho","qui1dt","16","M","53.6","1.74"
"1592","Engenho","qui1dt","16","F","",""
"1593","Engenho","qui1dt","16","F","53.6","1.65"
"1594","Engenho","qui1dt","16","M","",""
"1595","Engenho","qui1dt","16","M","78.3","1.73"
"1596","Engenho","qui1dt","16","F","50","1.63"
"1597","Engenho","qui1dt","15","M","",""
"1598","Engenho","qui1dt","16","F","59.6","1.61"
"1599","Engenho","qui1dt","15","M","69.4","1.67"
"1600","Engenho","qui1dt","16","F","53.4","1.59"
"1601","Engenho","qui1dt","16","M","60.2","1.8"
"1602","Engenho","qui1dt","15","F","42.4","1.51"
"1603","Engenho","qui1dt","16","F","41.7","1.5"
"1604","Engenho","qui1dt","15","M","58.9","1.76"
"1605","Engenho","qui1dt","15","M","80.6","1.75"
"1606","Engenho","qui1dt","15","M","74","1.79"
"1607","Engenho","qui1dt","15","F","124","1.71"
"1608","Engenho","qui1dt","16","F","38.6","1.56"
"1609","Engenho","qui1dt","17","F","65.2","1.57"
"1610","Engenho","qui1dt","16","M","57","1.72"
"1611","Engenho","qui1dt","15","F","49.4","1.49"
"1612","Engenho","qui1dt","16","F","62.7","1.67"
"1613","Engenho","qui1dt","16","M","65.2","1.8"
"1614","Engenho","qui1dt","16","F","65.3","1.71"
"1615","Engenho","qui1dt","16","F","54","1.69"
"1616","Engenho","qui1dt","16","M","67.6","1.78"
"1617","Engenho","qui1dt","15","F","92.5","1.71"
